"ID","ATTEND","MEMBER_ID","PARTY_ID"
"1","1","5","33"
"2","1","5","34"
"3","2","2","38"
"4","1","5","38"
"5","2","12","38"
"6","2","16","38"
"7","0","28","38"
"8","1","31","38"
"9","0","34","38"
"10","0","35","38"
"11","0","38","38"
"12","2","31","37"
"13","0","34","39"
"14","0","5","39"
"15","0","12","39"
"16","0","31","39"
"17","1","5","35"
"25","1","40","34"
"26","0","2","42"
"27","0","5","42"
"28","0","12","42"
"29","0","16","42"
"30","0","19","42"
"31","0","26","42"
"32","0","28","42"
"33","0","31","42"
"34","0","34","42"
"35","0","35","42"
"36","0","36","42"
"37","0","37","42"
"38","0","38","42"
"39","0","39","42"
"40","0","40","42"
"41","0","2","43"
"42","0","5","43"
"43","0","12","43"
"44","0","16","43"
"45","0","28","43"
"46","0","31","43"
"47","0","34","43"
"48","0","35","43"
"49","0","38","43"
"50","0","39","43"
"51","0","40","43"
"52","0","2","44"
"53","0","5","44"
"54","0","12","44"
"55","0","16","44"
"56","0","28","44"
"57","0","31","44"
"58","0","34","44"
"59","0","35","44"
"60","0","38","44"
"61","0","39","44"
"62","0","40","44"
"63","0","41","44"
"64","0","42","44"
"65","0","44","44"
"66","0","2","45"
"67","0","5","45"
"68","0","12","45"
"69","0","16","45"
"70","0","28","45"
"71","0","31","45"
"72","0","34","45"
"73","0","35","45"
"74","0","38","45"
"75","0","39","45"
"76","0","40","45"
"77","0","41","45"
"78","0","42","45"
"79","0","44","45"
