"ID","ATTEND","MEMBER_ID","PARTY_ID"
"1","1","2","1"
"2","1","3","1"
"3","1","4","1"
"4","1","5","1"
"5","2","6","1"
"6","1","7","1"
"7","1","8","1"
"8","2","9","1"
"9","2","10","1"
"10","2","11","1"
"11","2","12","1"
"12","2","13","1"
"13","2","14","1"
"14","0","15","1"
"15","2","16","1"
"16","2","17","1"
"17","1","18","1"
"18","1","19","1"
"19","1","20","1"
"20","1","21","1"
"21","1","22","1"
"22","1","23","1"
"23","1","24","1"
"24","1","25","1"
"25","1","26","1"
"26","2","27","1"
"27","2","28","1"
"28","1","29","1"
"29","2","30","1"
"30","2","32","1"
"31","2","33","1"
"32","2","34","1"
"33","2","35","1"
"34","1","36","1"
"35","2","37","1"
"36","1","38","1"
"37","1","39","1"
"38","0","40","1"
"39","1","41","1"
"40","2","42","1"
"41","1","43","1"
"42","1","44","1"
"43","2","45","1"
"44","0","46","1"
"45","2","47","1"
"46","2","2","2"
"47","1","3","2"
"48","2","4","2"
"49","1","5","2"
"50","0","6","2"
"51","1","7","2"
"52","1","8","2"
"53","2","9","2"
"54","0","10","2"
"55","0","11","2"
"56","1","12","2"
"57","0","13","2"
"58","1","14","2"
"59","0","15","2"
"60","1","16","2"
"61","0","17","2"
"62","2","18","2"
"63","0","19","2"
"64","0","20","2"
"65","0","21","2"
"66","1","22","2"
"67","1","23","2"
"68","1","24","2"
"69","2","25","2"
"70","0","26","2"
"71","1","27","2"
"72","1","28","2"
"73","1","29","2"
"74","0","30","2"
"75","2","32","2"
"76","0","33","2"
"77","1","34","2"
"78","2","35","2"
"79","2","36","2"
"80","1","37","2"
"81","1","38","2"
"82","1","39","2"
"83","0","40","2"
"84","1","41","2"
"85","2","42","2"
"86","1","43","2"
"87","1","44","2"
"88","2","45","2"
"89","0","46","2"
"90","1","47","2"
"93","0","4","4"
"94","0","40","4"
"95","0","4","5"
"96","0","40","5"
"97","0","4","6"
"98","0","11","6"
"99","0","40","6"
"100","1","2","7"
"101","1","3","7"
"102","1","7","7"
"103","2","9","7"
"104","1","12","7"
"105","0","15","7"
"106","1","16","7"
"107","1","18","7"
"108","0","20","7"
"109","1","27","7"
"110","2","28","7"
"111","2","29","7"
"112","0","33","7"
"113","2","34","7"
"114","1","38","7"
"115","0","43","7"
"116","0","44","7"
"117","2","45","7"
"118","1","2","8"
"119","1","3","8"
"120","1","4","8"
"121","2","5","8"
"122","0","6","8"
"123","1","7","8"
"124","1","8","8"
"125","2","9","8"
"126","0","10","8"
"127","1","11","8"
"128","2","12","8"
"129","2","13","8"
"130","2","14","8"
"131","0","15","8"
"132","2","16","8"
"133","2","17","8"
"134","2","18","8"
"135","1","19","8"
"136","1","20","8"
"137","0","21","8"
"138","1","22","8"
"139","2","23","8"
"140","1","24","8"
"141","2","25","8"
"142","0","26","8"
"143","2","27","8"
"144","1","28","8"
"145","2","29","8"
"146","1","30","8"
"147","0","33","8"
"148","2","34","8"
"149","2","35","8"
"150","1","36","8"
"151","1","37","8"
"152","1","38","8"
"153","2","39","8"
"154","0","40","8"
"155","1","41","8"
"156","2","42","8"
"157","1","43","8"
"158","1","44","8"
"159","0","45","8"
"160","0","46","8"
"161","2","47","8"
