"ID","MEMBER_ID","MAIL_ID"
"1","4","1"
"2","4","2"
"3","4","3"
"4","4","4"
"5","2","5"
"6","3","5"
"7","4","5"
"8","11","5"
"9","5","5"
"10","6","5"
"11","7","5"
"12","8","5"
"13","9","5"
"14","24","5"
"15","29","5"
"16","39","5"
"17","10","5"
"18","12","5"
"19","13","5"
"20","14","5"
"21","15","5"
"22","16","5"
"23","17","5"
"24","18","5"
"25","19","5"
"26","20","5"
"27","21","5"
"28","22","5"
"29","23","5"
"30","25","5"
"31","26","5"
"32","27","5"
"33","28","5"
"34","30","5"
"35","32","5"
"36","33","5"
"37","34","5"
"38","35","5"
"39","36","5"
"40","37","5"
"41","38","5"
"42","40","5"
"43","41","5"
"44","42","5"
"45","43","5"
"46","44","5"
"47","45","5"
"48","46","5"
"49","47","5"
"50","2","6"
"51","3","6"
"52","4","6"
"53","11","6"
"54","5","6"
"55","6","6"
"56","7","6"
"57","8","6"
"58","9","6"
"59","24","6"
"60","29","6"
"61","39","6"
"62","10","6"
"63","12","6"
"64","13","6"
"65","14","6"
"66","15","6"
"67","16","6"
"68","17","6"
"69","18","6"
"70","19","6"
"71","20","6"
"72","21","6"
"73","22","6"
"74","23","6"
"75","25","6"
"76","26","6"
"77","27","6"
"78","28","6"
"79","30","6"
"80","32","6"
"81","33","6"
"82","34","6"
"83","35","6"
"84","36","6"
"85","37","6"
"86","38","6"
"87","40","6"
"88","41","6"
"89","42","6"
"90","43","6"
"91","44","6"
"92","45","6"
"93","46","6"
"94","47","6"
"95","4","7"
"96","40","7"
"97","4","8"
"98","40","8"
"99","4","9"
"100","11","9"
"101","40","9"
"102","4","10"
"103","11","10"
"104","40","10"
"105","3","11"
"106","4","11"
"107","11","11"
"108","5","11"
"109","6","11"
"110","8","11"
"111","9","11"
"112","10","11"
"113","12","11"
"114","13","11"
"115","15","11"
"116","16","11"
"117","17","11"
"118","19","11"
"119","20","11"
"120","21","11"
"121","22","11"
"122","23","11"
"123","26","11"
"124","27","11"
"125","30","11"
"126","32","11"
"127","33","11"
"128","34","11"
"129","35","11"
"130","37","11"
"131","40","11"
"132","41","11"
"133","43","11"
"134","44","11"
"135","45","11"
"136","46","11"
"137","8","12"
"138","24","12"
"139","39","12"
"140","10","12"
"141","13","12"
"142","14","12"
"143","17","12"
"144","19","12"
"145","21","12"
"146","22","12"
"147","23","12"
"148","25","12"
"149","26","12"
"150","27","12"
"151","30","12"
"152","32","12"
"153","35","12"
"154","36","12"
"155","37","12"
"156","41","12"
"157","42","12"
"158","43","12"
"159","47","12"
"160","8","13"
"161","24","13"
"162","39","13"
"163","10","13"
"164","13","13"
"165","14","13"
"166","17","13"
"167","19","13"
"168","21","13"
"169","22","13"
"170","23","13"
"171","25","13"
"172","26","13"
"173","27","13"
"174","30","13"
"175","32","13"
"176","35","13"
"177","36","13"
"178","37","13"
"179","41","13"
"180","42","13"
"181","43","13"
"182","47","13"
"183","2","14"
"184","3","14"
"185","7","14"
"186","9","14"
"187","29","14"
"188","12","14"
"189","15","14"
"190","16","14"
"191","18","14"
"192","20","14"
"193","27","14"
"194","28","14"
"195","33","14"
"196","34","14"
"197","38","14"
"198","43","14"
"199","44","14"
"200","45","14"
"201","2","15"
"202","3","15"
"203","9","15"
"204","29","15"
"205","12","15"
"206","15","15"
"207","16","15"
"208","20","15"
"209","33","15"
"210","34","15"
"211","43","15"
"212","44","15"
"213","45","15"
"214","3","16"
"215","11","16"
"216","5","16"
"217","6","16"
"218","9","16"
"219","10","16"
"220","12","16"
"221","13","16"
"222","15","16"
"223","16","16"
"224","17","16"
"225","19","16"
"226","20","16"
"227","21","16"
"228","26","16"
"229","30","16"
"230","32","16"
"231","33","16"
"232","35","16"
"233","37","16"
"234","40","16"
"235","46","16"
"236","6","17"
"237","8","18"
"238","24","18"
"239","39","18"
"240","10","18"
"241","13","18"
"242","14","18"
"243","17","18"
"244","19","18"
"245","21","18"
"246","22","18"
"247","23","18"
"248","25","18"
"249","26","18"
"250","27","18"
"251","30","18"
"252","32","18"
"253","35","18"
"254","36","18"
"255","37","18"
"256","41","18"
"257","42","18"
"258","43","18"
"259","47","18"
"260","2","19"
"261","3","19"
"262","4","19"
"263","11","19"
"264","5","19"
"265","6","19"
"266","7","19"
"267","8","19"
"268","9","19"
"269","24","19"
"270","29","19"
"271","39","19"
"272","10","19"
"273","12","19"
"274","13","19"
"275","14","19"
"276","15","19"
"277","16","19"
"278","17","19"
"279","18","19"
"280","19","19"
"281","20","19"
"282","21","19"
"283","22","19"
"284","23","19"
"285","25","19"
"286","26","19"
"287","27","19"
"288","28","19"
"289","30","19"
"290","32","19"
"291","33","19"
"292","34","19"
"293","35","19"
"294","36","19"
"295","37","19"
"296","38","19"
"297","40","19"
"298","41","19"
"299","42","19"
"300","43","19"
"301","44","19"
"302","45","19"
"303","46","19"
"304","47","19"
"305","7","20"
"306","2","21"
"307","3","21"
"308","4","21"
"309","11","21"
"310","5","21"
"311","6","21"
"312","7","21"
"313","8","21"
"314","9","21"
"315","24","21"
"316","29","21"
"317","39","21"
"318","10","21"
"319","12","21"
"320","13","21"
"321","14","21"
"322","15","21"
"323","16","21"
"324","17","21"
"325","18","21"
"326","19","21"
"327","20","21"
"328","21","21"
"329","22","21"
"330","23","21"
"331","25","21"
"332","26","21"
"333","27","21"
"334","28","21"
"335","30","21"
"336","32","21"
"337","33","21"
"338","34","21"
"339","35","21"
"340","36","21"
"341","37","21"
"342","38","21"
"343","40","21"
"344","41","21"
"345","42","21"
"346","43","21"
"347","44","21"
"348","45","21"
"349","46","21"
"350","47","21"
"351","4","22"
"352","2","23"
"353","3","23"
"354","4","23"
"355","11","23"
"356","5","23"
"357","6","23"
"358","9","23"
"359","24","23"
"360","29","23"
"361","39","23"
"362","10","23"
"363","12","23"
"364","13","23"
"365","14","23"
"366","15","23"
"367","16","23"
"368","17","23"
"369","18","23"
"370","20","23"
"371","21","23"
"372","22","23"
"373","23","23"
"374","25","23"
"375","26","23"
"376","27","23"
"377","30","23"
"378","33","23"
"379","35","23"
"380","37","23"
"381","40","23"
"382","41","23"
"383","42","23"
"384","44","23"
"385","45","23"
"386","46","23"
"387","47","23"
"388","24","24"
"389","3","25"
"390","2","26"
"391","3","26"
"392","4","26"
"393","11","26"
"394","5","26"
"395","6","26"
"396","7","26"
"397","8","26"
"398","9","26"
"399","24","26"
"400","29","26"
"401","39","26"
"402","10","26"
"403","12","26"
"404","13","26"
"405","14","26"
"406","15","26"
"407","16","26"
"408","17","26"
"409","18","26"
"410","19","26"
"411","20","26"
"412","21","26"
"413","22","26"
"414","23","26"
"415","25","26"
"416","26","26"
"417","27","26"
"418","28","26"
"419","30","26"
"420","32","26"
"421","33","26"
"422","34","26"
"423","35","26"
"424","36","26"
"425","37","26"
"426","38","26"
"427","40","26"
"428","41","26"
"429","42","26"
"430","43","26"
"431","44","26"
"432","45","26"
"433","46","26"
"434","47","26"
"435","5","27"
"436","6","27"
"437","9","27"
"438","39","27"
"439","10","27"
"440","12","27"
"441","14","27"
"442","15","27"
"443","16","27"
"444","17","27"
"445","20","27"
"446","21","27"
"447","22","27"
"448","26","27"
"449","33","27"
"450","37","27"
"451","40","27"
"452","44","27"
"453","45","27"
"454","46","27"
"455","47","27"
"456","8","28"
"457","24","28"
"458","39","28"
"459","10","28"
"460","13","28"
"461","14","28"
"462","17","28"
"463","19","28"
"464","21","28"
"465","22","28"
"466","23","28"
"467","25","28"
"468","26","28"
"469","27","28"
"470","30","28"
"471","32","28"
"472","35","28"
"473","36","28"
"474","37","28"
"475","41","28"
"476","42","28"
"477","43","28"
"478","47","28"
"479","2","29"
"480","3","29"
"481","4","29"
"482","11","29"
"483","5","29"
"484","6","29"
"485","7","29"
"486","8","29"
"487","9","29"
"488","24","29"
"489","29","29"
"490","39","29"
"491","10","29"
"492","12","29"
"493","13","29"
"494","14","29"
"495","15","29"
"496","16","29"
"497","17","29"
"498","18","29"
"499","19","29"
"500","20","29"
"501","21","29"
"502","22","29"
"503","23","29"
"504","25","29"
"505","26","29"
"506","27","29"
"507","28","29"
"508","30","29"
"509","32","29"
"510","33","29"
"511","34","29"
"512","35","29"
"513","36","29"
"514","37","29"
"515","38","29"
"516","40","29"
"517","41","29"
"518","42","29"
"519","43","29"
"520","44","29"
"521","45","29"
"522","46","29"
"523","47","29"
"524","52","29"
"525","8","30"
"526","24","30"
"527","39","30"
"528","10","30"
"529","13","30"
"530","14","30"
"531","17","30"
"532","19","30"
"533","21","30"
"534","22","30"
"535","23","30"
"536","25","30"
"537","26","30"
"538","27","30"
"539","30","30"
"540","32","30"
"541","35","30"
"542","36","30"
"543","37","30"
"544","41","30"
"545","42","30"
"546","43","30"
"547","47","30"
"548","3","31"
"549","2","32"
"550","3","32"
"551","4","32"
"552","11","32"
"553","5","32"
"554","6","32"
"555","7","32"
"556","8","32"
"557","9","32"
"558","24","32"
"559","29","32"
"560","39","32"
"561","10","32"
"562","12","32"
"563","13","32"
"564","14","32"
"565","15","32"
"566","16","32"
"567","17","32"
"568","18","32"
"569","19","32"
"570","20","32"
"571","21","32"
"572","22","32"
"573","23","32"
"574","25","32"
"575","26","32"
"576","27","32"
"577","28","32"
"578","30","32"
"579","32","32"
"580","33","32"
"581","34","32"
"582","35","32"
"583","36","32"
"584","37","32"
"585","38","32"
