"ID","ATTEND","MEMBER_ID","PARTY_ID"
"1","true","1","1"
"2","false","2","1"
"3","false","3","1"
"4","false","4","3"
"5","false","1","3"
"6","false","4","1"
"7","false","2","2"
"8","true","13","12"
"9","true","12","13"
"10","false","5","13"
"11","false","4","13"
"12","false","9","13"
"14","true","10","13"
"15","true","7","13"
"16","false","7","12"
"17","true","13","6"
"18","false","1","7"
"19","true","1","8"
"20","true","1","2"
"21","true","13","13"
"22","true","14","13"
"23","true","11","13"
"24","true","3","13"
"25","true","2","13"
"26","true","13","14"
"30","true","3","14"
"31","true","2","14"
"32","false","6","14"
"33","false","5","14"
"34","true","7","15"
"35","false","12","15"
"36","false","3","15"
"37","false","2","15"
"38","false","10","15"
"39","true","18","15"
"40","false","15","15"
"41","true","16","15"
"42","true","13","15"
"43","true","14","15"
"44","true","11","15"
"45","false","17","15"
"49","false","4","15"
"50","false","9","15"
"51","false","8","15"
"54","true","15","16"
"57","false","14","16"
"62","true","3","16"
"64","true","1","16"
"67","true","22","16"
"68","true","10","16"
"70","false","9","16"
"71","false","8","16"
"72","true","7","16"
"73","false","23","16"
"74","true","27","18"
"76","false","7","29"
"81","true","31","31"
"82","false","31","29"
"83","true","28","32"
